
[asn.txt]                                        2008-12-14 03:45:01Z

This file contains a list of autonomous system numbers and names of all
registered ASNs.  The column on the right below contains the ARIN
database "handle" of the technical, abuse or NOC contacts for the ASN.  
Additional information may be obtained about any of the ASN contacts
in this list by querying the ARIN WHOIS server.  For questions or updates 
on this information please contact the ARIN Registration Services Hostmaster 
staff, HOSTMASTER@ARIN.NET.

AS Number               AS Name                                            POC Handles
 32313                   ASNUMBERFORNEXTAG                                  NNO29-ARIN (Tech)
 32314                   JAGWIRED-BROADBAND                                 HRBEK1-ARIN (Tech), HRBEK-ARIN (Tech)
 32316                   VIAONE-NYCNJ01                                     NETOP55-ARIN (Tech)
 32318                   CHSDC                                              CLM43-ARIN (Tech)
 32319                   VSTSAS                                             MLA39-ARIN (Tech)
 32320                   WESTERN-STONE-AND-METAL-CORP                       KLM3-ARIN (Tech)
 32321                   BCGI-AS                                            MBR49-ARIN (Tech), PGE10-ARIN (Tech), WFR2-ARIN (Tech)
 32322                   ASN-YUKONWALTZ                                     NOC1297-ARIN (Abuse)
 32323                   EQUINIX-EDMA-CHI-ASN                               EQ127-ARIN (Abuse), GDE27-ARIN (Tech), LL249-ARIN (Tech), SM125-ARIN (Tech)
 32324                   HPCC                                               NWI7-ARIN (Tech)
 32325                   EJC-100                                            HYA-ARIN (Abuse), RCO36-ARIN (Tech)
 32327                   PPLT                                               CMM5-ARIN (Tech), BJG-ARIN (Tech), WEM-ARIN (Tech)
 32328                   ALASCOM-IP-MANAGED-NETWORK                         ABUSE1204-ARIN (Abuse), TECHA15-ARIN (Tech)
 32329                   MONKEYBRAINS                                       ABUSE1245-ARIN (Abuse), NOC304-ARIN (Tech)
 32330                   TIEDEMANN-INVESTMENT-GROUP                         JCA111-ARIN (Tech)
 32331                   WINS-INTERNET-SERVICES                             NETWO2216-ARIN (Tech)
 32332                   IHC-MKE                                            NOC2933-ARIN (Abuse)
 32333                   FFVA                                               RKS10-ARIN (Abuse)
 32334                   DEWEY-BALLANTINE-LLP                               GH169-ARIN (Tech), NETWO547-ARIN (Tech), SSI24-ARIN (Tech), WHI1-ARIN (Tech)
 32335                   PACIFICINTERNETEXCHANGE-NET                        NETWO528-ARIN (Abuse)
 32336                   IPASS-2                                            EL404-ARIN (Tech), HMO7-ARIN (Tech), JG1154-ARIN (Tech)
 32337                   NOWCOM-BGP                                         RJA59-ARIN (Tech)
 32338                   FRIENDSTER                                         MEO-ARIN (Tech), FOS5-ARIN (Tech)
 32339                   BGP-NUMBER-OF-RESERVEAMERICA-WEBSITE               FYU1-ARIN (Tech)
 32340                   SPECIALTY-RETAILERS                                PNE4-ARIN (Tech)
 32341                   AZULTEL1                                           SSA56-ARIN (Tech)
 32342                   GENEXSERVICES                                      MDE32-ARIN (Tech), VYE1-ARIN (Tech)
 32343                   INTRINSIC-THERAPEUTICS                             TECHN132-ARIN (Tech)
 32344                   TRAXIS                                             DRE33-ARIN (Tech)
 32345                   COLUM-ASN                                          NRE2-ARIN (Tech)
 32346                   SARGASSO                                           ABUSE530-ARIN (Abuse), HOSTM50-ARIN (Tech)
 32347                   PRAN-ASN                                           JO56-ARIN (Tech)
 32348                   SYMPHONYASSET                                      CMA61-ARIN (Tech)
 32349                   CI-GROUP-AS                                        CRO47-ARIN (Abuse)
 32350                   CANDIDCOLORSYSTEMS                                 ABUSE1973-ARIN (Abuse), HOSTM1218-ARIN (Tech)
 32351                   HAMPTON-PRODUCT                                    HSH3-ARIN (Abuse)
 32352                   MGRC                                               RC1193-ARIN (Tech)
 32353                   SMHNYC527MAD                                       CAD16-ARIN (Tech), KRT4-ARIN (Tech), MHA66-ARIN (Tech), MHT2-ARIN (Tech)
 32354                   UNWIRED                                            PK154-ARIN (Tech), UNOC5-ARIN (Abuse)
 32355                   HBP-AS                                             NO56-ORG-ARIN (Tech)
 32356                   COMMUNITY-TEL-INC                                  AU11-ARIN (Tech)
 32357                   STRCUTRED-INTERNET-SERVICES-AS                     TCT6-ARIN (Tech)
 32358                   VENTURACOUNTY-01-ASN                               EH3-ARIN (Tech)
 32359                   CORRIGO                                            PV177-ARIN (Tech), TECHN105-ARIN (Tech)
 32360                   MONROE-1-BOCES                                     JP29-ARIN (Tech)
 32361                   ULTRALIGHT                                         DCN20-ARIN (Tech)
 32362                   SPHERIS-AS                                         NAD24-ARIN (Tech)
 32363                   KROLL-LDN                                          JG1414-ARIN (Tech), NOC323-ARIN (Tech)
 32364                   SSHA-DC-ASN                                        SSO48-ARIN (Abuse), VKA8-ARIN (Tech)
 32365                   SANDYNET                                           SN66-ARIN (Tech), WJ129-ARIN (Tech)
 32366                   THE-BROOKINGS-INSTITUTION-AS1                      JMA176-ARIN (Tech), RM291-ARIN (Tech)
 32367                   EDP-WDB-INET                                       GOL-ARIN (Tech)
 32368                   MOUSER-ELECTRONICS                                 GSA24-ARIN (Tech)
 32369                   THEJOCKEYCLUB                                      JGW5-ARIN (Abuse)
 32370                   VONAGE-05                                          MNI-ARIN (Tech), ARINC18-ARIN (Tech)
 32371                   PROGRESSIVE-AS2                                    PGI7-ARIN (Tech), TC437-ARIN (Tech)
 32372                   MMSM-4-MUNISERVICES                                SPO50-ARIN (Abuse)
 32373                   MAXIMUS                                            DSA114-ARIN (Abuse)
 32374                   NUCLEARFALLOUT-LAX                                 NUCLE-ARIN (Tech)
 32375                   KEYHOST                                            JJO33-ARIN (Tech)
 32376                   PATIENT-FIRST                                      TSB4-ARIN (Tech)
 32377                   SCM-LP-1                                           PBL3-ARIN (Tech)
 32378                   WORTH-INET                                         ISDEP2-ARIN (Tech)
 32379                   SOUTHERN-GRAPHIC-SYSTEMS                           OSO2-ARIN (Tech)
 32381                   WIDEVINE                                           BBI10-ARIN (Tech)
 32382                   ATOS-ORIGIN-INTERNET-AS                            TCH33-ARIN (Tech)
 32383                   ROME-NET                                           TGF4-ARIN (Tech)
 32384                   MILLERWELDSASN01                                   MTI11-ARIN (Tech), BC459-ARIN (Tech)
 32385                   VOEX-BACKBONE                                      JBR100-ARIN (Abuse), MJK39-ARIN (Tech), IPTEC14-ARIN (Tech)
 32386                   SEWELL-AUTOMOTIVE-COMPANIES                        TECHN150-ARIN (Tech)
 32387                   ONESTOPNET                                         OAD3-ARIN (Abuse), ONEST-ARIN (Tech)
 32388                   GRCMEM                                             GB707-ARIN (Tech)
 32389                   BERKLEE-AS                                         ATH43-ARIN (Tech)
 32390                   SARATOGA-TECHNOLOGY-ACCELERATOR                    MHA48-ARIN (Tech)
 32391                   SRCACCESS                                          LHU9-ARIN (Tech)
 32392                   OPENTRANSFER-ECOMMERCE                             ABUSE875-ARIN (Abuse), HNI1-ARIN (Tech)
 32393                   BDN                                                JLY7-ARIN (Tech)
 32394                   G-BAR-LIMITED-PARTNERSHIP                          KEVIN13-ARIN (Tech)
 32395                   AGNOSCT                                            RNOC-ARIN (Tech)
 32396                   VMD-AS                                             RDE20-ARIN (Tech)
 32397                   TPN                                                BS1609-ARIN (Tech)
 32398                   AFRINIC-ASNBLOCK-32398                             GENER11-ARIN (Abuse)
 32399                   ALORICA-UT                                         GH405-ARIN (Tech)
 32400                   SOUTHWEB-VENTURES                                  ABUSE548-ARIN (Abuse), NOC1501-ARIN (Tech)
 32401                   DINI-FTSE-1330                                     HELPD15-ARIN (Tech)
 32402                   ASN-TOWER                                          NETWO1977-ARIN (Tech)
